image_path,label,extracted_text
/content/drive/MyDrive/fake-news-multimodal/data/fake/BN/JNVvqfjm0HI.jpg,fake,"news today tv
ডঃ ইউনূস নাটক কম করেন- সেনাপ্রধান
কুমিল্লায় হিন্দু নারী খ**র্ষণে বিচার চায় দেশবাসী"
/content/drive/MyDrive/fake-news-multimodal/data/fake/BN/IJuSDMg8pLg.jpg,fake,"উ ণ ব
RB
jamuna tv
আমি বঙ্গবন্ধুর আদর্শে চলি
সমন্বয়করা এতদিন বা* ফেলেছে"
/content/drive/MyDrive/fake-news-multimodal/data/fake/BN/ExmEzDGtXGY.jpg,fake,"Here is the extracted text:

র 'ও হাসিনার পরবর্তী পরিকল্পনা কী?
7.1K
Research and Analysis Wing
अनुसंधान और विश्लेषण विंग
India भारत
RAW
BOYA
JOURNEY
ভাবিনি 'র' ও শেখ হাসিনা মিলে দেশ ধ্বংস করবে"
/content/drive/MyDrive/fake-news-multimodal/data/fake/BN/awzcA8YVVME.jpg,fake,"JAMUNA tv
শেখ হাসিনাকে না চিনে ভুল করেছি"
/content/drive/MyDrive/fake-news-multimodal/data/fake/BN/JPSy8sN6cno.jpg,fake,"LIVE
LAS
OCT
24
BREAKING NEWS
DEPORT HIM NOW!"
/content/drive/MyDrive/fake-news-multimodal/data/fake/BN/cxtXyYGBSAw.jpg,fake,"JOURNEY
ভারত থেকে ধরে নিয়ে আসবা তোকে"
/content/drive/MyDrive/fake-news-multimodal/data/fake/BN/GFUTFMylYJM.jpg,fake,"সু
জঙ্গিদের
jamuna tv
tv
ভয়াবহ করুণ পরিস্থিতিতে হাসনাত?"
/content/drive/MyDrive/fake-news-multimodal/data/fake/BN/LjsJG7TnIwc.jpg,fake,"BREAKING NEWS
TRUMP'S TEAM COLLAPSES!"
/content/drive/MyDrive/fake-news-multimodal/data/fake/BN/iMum9tfAAoA.jpg,fake,"র‍্যাপিড অ্যাকশন ব্যাটালিয়ন
RAB
GLADESH
JOURNEY
অবশেষে গ্রেফতার করা হলো উর্মিকে"
/content/drive/MyDrive/fake-news-multimodal/data/fake/BN/Dhkpp2W7OKw.jpg,fake,"২৭ নভেম্বর
সারাদেশে ঐক্যবদ্ধ হচ্ছে আ.লীগ"
/content/drive/MyDrive/fake-news-multimodal/data/fake/BN/eWvLXC6GL3w.jpg,fake,"Satellite image
secret source
JOURNEY
চিন্ময় কৃষ্ণ আমার লোক- শেখ হাসিনা"
/content/drive/MyDrive/fake-news-multimodal/data/fake/BN/TZGnWQVcw4Y.jpg,fake,"JOURNEY
ভিপি নুর কি গ্রেফতার হচ্ছেন?"
/content/drive/MyDrive/fake-news-multimodal/data/fake/BN/VqYsM7Lpyv4.jpg,fake,"PUBLIC INSIGHT
হাসিনা বিতর্কে রুমিম-প্রার্থী"
/content/drive/MyDrive/fake-news-multimodal/data/fake/BN/TReUwczhS5E.jpg,fake,"উ. ইউনূসের বিরুদ্ধে কঠোর অবস্থানে আ.লীগ
রাজপথ দখলে কঠোর পদক্ষেপ শেষ হাসিনার
news today tv
বিক্ষোভ মি
দিনাজপুর জেলা আ.লীগ"
/content/drive/MyDrive/fake-news-multimodal/data/fake/BN/ovfjkna0vpQ.jpg,fake,"JAMUNA tv
না
WS
মু
নে
হরতালেব তান্ডবে কাপছে সারা দেশ"
/content/drive/MyDrive/fake-news-multimodal/data/fake/BN/p-mLlxLAY3k.jpg,fake,"কামাল
ভাইয়ের
সালাম
নিন

jamuna tv

নৌকা
মার্কায়
ভোট
দিন

১ নং ওয়ার্ড আওয়ামী লীগ, শেখ রাসেল 
স্মৃতি সংসদ

শুরু হলো আওয়ামী একশন"
/content/drive/MyDrive/fake-news-multimodal/data/fake/BN/R0wMAzqUQT4.jpg,fake,"শেখ হাসিনা আসলে
বাংলাদেশ হাসবে।
ঢাকা মহানগর উত্তর আওয়ামী লীগ
ড. আ. আসম, অঙ্গ ও সহযোগী সংগঠন।
OKNY
অবৈধ আই টি JAMUNA | tv
আ.লীগ ফিরে আসার ঘণ্টা বেজে গেছে"
/content/drive/MyDrive/fake-news-multimodal/data/fake/BN/tzUp-wNYmoc.jpg,fake,"JOURNEY
ইজরায়েলের পক্ষে হাসিনার ছেলে জয়"
/content/drive/MyDrive/fake-news-multimodal/data/fake/BN/tAZ8VSGl3K8.jpg,fake,"R.JOURNEY
অবশেষে ফারুকির পদত্যাগের বার্তা"
/content/drive/MyDrive/fake-news-multimodal/data/fake/BN/u5IvYAiLUFs.jpg,fake,"jamuna |tv
ভাবিনি ওরা এত বড় বাটপার"
/content/drive/MyDrive/fake-news-multimodal/data/fake/BN/pgL9VikOUsw.jpg,fake,"নেতৃত্বে বিরোধী দলনেতা শুভেন্দু অ
NEWS ENTERTAINMENT SPORTS LIFESTYLE Login to bangla asian
JOURNEY
ভাবিনি ইন্ডিয়া শেখ হাসিনাকে এত ভালোবাসে"
/content/drive/MyDrive/fake-news-multimodal/data/fake/BN/pMI_H0x5ZfY.jpg,fake,"JOURNEY
TRUMPE
বাংলাদেশে শুধু ইসলাম থাকবে?"
/content/drive/MyDrive/fake-news-multimodal/data/fake/BN/ojfYmg_bElg.jpg,fake,"ব্রেকিং নিউজ
হাসিনাকে ফেরাতে ভারতের ২ লক্ষ সেনা প্রস্তুত?
হঠাৎ একি বললেন ব্রিটিশ সাংবাদিক!"
/content/drive/MyDrive/fake-news-multimodal/data/fake/BN/qOU8-2YRMHA.jpg,fake,"ভোটে জিতেই ঘটনা ঘটিয়ে দিল সাদিক কায়েম!
অবশেষে ক্ষমা চেয়ে পদত্যাগ করবেন ড. ইউনূস?"
/content/drive/MyDrive/fake-news-multimodal/data/fake/BN/q9T4mUwAZQo.jpg,fake,"ব্রেকিং নিউজ
হায় হায়! খেলা শেষ ড. ইউনূসের?
হঠাৎ একি বললেন পিনাকী ভট্টাচার্য!"
/content/drive/MyDrive/fake-news-multimodal/data/fake/BN/HuGgrORRQV0.jpg,fake,"রাত্রে ডিনার করে ফিরবে কেমন?মিঠি লাজুক
ভঙ্গিতে বলল""আচ্ছা।রাতের বেলা সবাই খেতে
বসেছে একসাথে।শ্রাবণের মা মাছের বড় মাথাটা
নীলুর পাতে তুলে দিতেই নীলু ওনার দিকে থতমত
চোখ করে তাকালো,খানিকটা হতাশ হয়ে বলল-
এটা তুমি কি করলে ?এটা তুমি ভাইয়াকে দাও
শ্রাবণের মা ধমকের সুরে বললেন"
/content/drive/MyDrive/fake-news-multimodal/data/fake/BN/V_Obi9qMIBA.jpg,fake,"শুরু কেয়ামত
১৫ই আগস্ট দেশে আসছে শেখ হাসিনা?
ধানমন্ডির ৩২ নম্বরে কেয়ামত শুরু!"
/content/drive/MyDrive/fake-news-multimodal/data/fake/BN/TSJrszuR1uc.jpg,fake,"খুঁজে পাওয়া যাচ্ছে না হাসনাত সারজিসকে?
হঠাৎ একি ঘোষণা দিলেন স্বরাষ্ট্র উপদেষ্টা!"
/content/drive/MyDrive/fake-news-multimodal/data/fake/BN/sZ4-FwhsORY.jpg,fake,"আমার মা বিশ্বাস করেন যেখানে টাকা আছে
সেখানে সমস্ত সুখ আছে আর যেখানে টাকা নেই
সেখানে সুখ নেই। তাই রুদ্রর মতো একজন
বিত্তবান মানুষের সাথে আমার বিয়ে দিয়েছিলেন
যাতে ভবিষ্যতে তাদের ও কোন অসুবিধা না হয়
আর আমিও যেন ভালো থাকি। কিন্তু তা কি
হলো ? পরিশেষে কি পেলাম অত্যাচার।"
/content/drive/MyDrive/fake-news-multimodal/data/fake/BN/sFkwxnWKAzc.jpg,fake,"ব্রেকিং নিউজ
হায় হায়! নিউইয়র্কে সং'ষর্ষ শুরু?
অবশেষে ঘটনা ঘটিয়ে দিল আঃলীগ!
GO BACK
KILLER YUNUS
US AWAMI LEAGUE
ITS SISTER ORGANIZATIONS
বাংলাদেশ আ:লীগ
সভাপতি - শেখ হাসিনা"
/content/drive/MyDrive/fake-news-multimodal/data/fake/BN/iaExtrCkmX0.jpg,fake,"যেকোন মুহূর্তে ক্ষমতা নিবেন সেনাপ্রধান?
হঠাৎ একি কাণ্ড ঘটালো এনসিপি নেতা!"
/content/drive/MyDrive/fake-news-multimodal/data/fake/BN/W-mrZ-W7OiU.jpg,fake,"তলে তলে ঘটনা ঘটিয়ে দিল IGP মামুন!
জাতিসংঘের নির্দেশে হাসিনার সকল মা'ম'লা বাতিল?"
/content/drive/MyDrive/fake-news-multimodal/data/fake/BN/rrU2_RNC3eY.jpg,fake,"মুখোমুখি জামায়াত-বিএনপি-সংঘর্ষ
ভোট চুরি করায় সাদিক কাইয়ুমকে গ'ণ'ধো'লাই?
ডাকসু নির্বাচন বাতিল করল বিএনপি!"
/content/drive/MyDrive/fake-news-multimodal/data/fake/BN/4eQkmpr3CK0.jpg,fake,"মিনি টিলার
নতুন আপডেট
₹ 500
6RF 538371
₹ 500
RESERVE BANK OF INDIA
2BB
দিনে হাজার টাকা আয় এই মেশিনে
গরিব মানুষের আয় করার সহজ মেশিন"
/content/drive/MyDrive/fake-news-multimodal/data/fake/BN/0DdF2Jp7_Kg.jpg,fake,"film of bengal multimedia
লিডার
আ মি ই বা ংলা দে শ
RELEASING
EID UL-FITR
2|2:56
শাকিব খান কে ছোট লোক বললেন
কোন কারণে অনন্ত"
/content/drive/MyDrive/fake-news-multimodal/data/fake/BN/0CZJdVlnj64.jpg,fake,"দেশে তুলকালাম কাণ্ড শুরু,,,
২৭/৯/২৩
রাষ্ট্রদূত পিটার হাসের উপর হামলা
কঠিন সিদ্ধান্তে আমেরিকা
এবার হাসিনার রক্ষা নেই পদত্যাগ নিশ্চিত"
/content/drive/MyDrive/fake-news-multimodal/data/fake/BN/1GdqFtXYMPs.jpg,fake,"০১/মে""
বহিষ্কার হতে পারে ব্যারি! সুমন
সংসদে প্রধানমন্ত্রীর সামনে
একি কাণ্ড"
/content/drive/MyDrive/fake-news-multimodal/data/fake/BN/4Nz78_mv_cE.jpg,fake,"লন্ডনে পদত্যাগ তং-১২
এইমাত্র পাওয়া
SUMP ERRP
UP KANN
jamuna tv
জুমার পর ভয়ঙ্কর হামলা আ:লীগের
হাসিনার ক্ষমতা ফিরিয়ে দিল জাতিসংঘ"
/content/drive/MyDrive/fake-news-multimodal/data/fake/BN/3OmW-P-eylw.jpg,fake,"অবশেষে পদত্যাগে বাধ্য হলো হাসিনা..
গোপন তথ্য ফাঁস...
ATN BANGLA
আ'লীগের জন্য ভয়ংকর দুঃসংবাদ
পতনের ২ টি আলামত প্রকাশ"
/content/drive/MyDrive/fake-news-multimodal/data/fake/BN/3wrRQ0-jPcc.jpg,fake,"নিবন্ধন বাতিল করে কপাল পুড়ল
তৎ-১৭
DHAK
NTERNATIONAL
গ্রেফতারের আদেশ
আওয়ামীলীগের পক্ষে জাতিসংঘের চিঠি
বহিষ্কার হচ্ছে ডঃ ইউনূস"
/content/drive/MyDrive/fake-news-multimodal/data/fake/BN/22CppBEFN9Q.jpg,fake,"দুর্নীতি দমন কমিশন
AB
QUESTION
২৮/৪/২৪
বেনজির কে দুদকের জিজ্ঞাসাবাদ শুরু করলো
খাটের নিচে থেকে গ্রেফতার বেনজির"
/content/drive/MyDrive/fake-news-multimodal/data/fake/BN/3lzqKFmj-B0.jpg,fake,"সময়
M
টু দ
গালি শুনে কেঁদে দিল
সময় চ৩১
শালা সাংবাদিকরা মেয়াদ উত্তীর্ণ গাঁজা খাই
TV
টিভি লাইভে আরাভ খানের গালি ভাইরাল"
/content/drive/MyDrive/fake-news-multimodal/data/fake/BN/11KWgMXqEEI.jpg,fake,"এই মাত্র পাওয়া...
ত৭-১৭
বর্ডার গার্ড বাংলাদেশ
BANGLADESH AIRLINES
78
ডঃ ইউনুসের কথা শুনছে না সেনাপ্রধান
বিদেশে পালিয়ে গেলেন আসিফ নজরুল
সন্ধ্যার পরেই সেনা শাসন জারি
শেষ রক্ষা পেলেন ডঃ ইউনুস"
/content/drive/MyDrive/fake-news-multimodal/data/fake/BN/7900kQtDi5w.jpg,fake,"১৮/১১/২৩
নির্বাচনের তফসিল ঘোষণা বাতিল করলো যুক্তরাষ্ট্র সহ ১১০টি দেশ থেকে,,
মানবাধিকার লঙ্ঘনের শাস্তি হবে হাসিনা"
/content/drive/MyDrive/fake-news-multimodal/data/fake/BN/9_8m_VPQ29A.jpg,fake,"১২/০১/২৪
তিন মাস পরে আবার নতুন করে নির্বাচন দিচ্ছে বিএনপি
প্রধানমন্ত্রীর ক্ষমতা টিকছে না"
/content/drive/MyDrive/fake-news-multimodal/data/fake/BN/7PjYzdJxy_w.jpg,fake,"পদত্যাগের চিন্তায় পাগল সরকার
১/১০/২৩
POLICE
ক্ষ্যাপেছে জামায়াত,,
একই কান্ড ঘটালো আওয়ামী লীগ
দাঁড়ি টুপি দেখলেই বাস থেকে নামিয়ে গ্রেফতার
করছে পুলিশ, পাগল হয়ে গেছে সরকার"
/content/drive/MyDrive/fake-news-multimodal/data/fake/BN/9gEFhJnS3NE.jpg,fake,"১১/জুলাই
SnapEdit
চীন সফরে হাসিনাকে হুমকি দিল
চীনের সরকার হঠাৎ নতুন দ্বন্দ্ব
প্রধানমন্ত্রী কে তাড়িয়ে দিল চীন"
/content/drive/MyDrive/fake-news-multimodal/data/fake/BN/8N7e9pQ_QfE.jpg,fake,"১৩/১২/২৩
নির্বাচন না করার ঘোষণা দিলেন
জাতীয়পার্টি হটাৎ একি বলছে
নির্বাচন বর্জন করলো জিএম কাদের"
/content/drive/MyDrive/fake-news-multimodal/data/fake/BN/6PHIwhsYBbI.jpg,fake,"এইমাত্র পাওয়া
তং-০৪
আন্তর্জাতিক আদালতে হাসিনা নির্দোষ
সকালেই পরিস্থিতি পাল্টে দিল সেনাপ্রধান"
/content/drive/MyDrive/fake-news-multimodal/data/fake/BN/6d-VhgYWrkE.jpg,fake,"তং-৩০
AIRLINES
জাপান গিয়ে পদত্যাগ
জাপান থেকে আর ফিরবে না ডঃ ইউনুস
জুমার পরে বার্তা দিল সেনাপ্রধান"
/content/drive/MyDrive/fake-news-multimodal/data/fake/BN/7vC4fDIv6AA.jpg,fake,"সকল খবর
POLICE
POLICE
POLICE
২৩/৪/২৫
আওয়ামীলীগের সমাবেশে পুলিশের হামলা
পিটিয়ে সমাবেশ বন্ধ করলো পুলিশ
হাসিনার বিপক্ষে পুলিশ এবং সেনাবাহিনী"
/content/drive/MyDrive/fake-news-multimodal/data/fake/BN/9BiZlQplz9w.jpg,fake,"১৪৪-ধারা জারি ককটেল নিক্ষেপ
আহত নিহত অগণিত
POLICE
POLICE
POLICE
দুপুরের-পরেই রণক্ষেত্রে উত্তাল ফরিদপুর
হঠাৎ দা-বঁটি নিয়ে রাজপথে ছাত্রলীগ
পুলিশদের কুকুরের মত পেটাচ্ছে এখনো"
/content/drive/MyDrive/fake-news-multimodal/data/fake/BN/77Ygak7mupc.jpg,fake,"রাতের মধ্যে হাসিনার পদত্যাগের আলটিমেটাম
Wifi
বন্ধ হবে নেট
হাসিনার কাঁপা কাঁপি শুরু
নতুন ৭ দফার দাবি
আবারো নতুন দাবি নিয়ে মাঠে নামলো
শিক্ষার্থীরা নতুন বিপদ শুরু"
/content/drive/MyDrive/fake-news-multimodal/data/fake/BN/75jQiNuEsBM.jpg,fake,"৩১-১৭
এইমাত্র পাওয়া গরম খবর
দুবাই থেকে বহিস্কার করলো হাসিনাকে
আজই ফেরত আসছে বাংলাদেশে
ভয়ে কান্না শুরু হল শেখ হাসিনা
DESH"
/content/drive/MyDrive/fake-news-multimodal/data/fake/BN/5o3jTHdRa5s.jpg,fake,"তং - ১১
মার্চের আগে দেশে ফিরবে হাসিনা
চূড়ান্ত সু-খবর দিল পিটার হাস
সকল মামলা বাতিল হচ্ছে হাসিনার"
/content/drive/MyDrive/fake-news-multimodal/data/fake/BN/83_M4FzfMK8.jpg,fake,"তং-১২
আজকের আলোচিত খবর!
রাতেই নিষিদ্ধ করা হচ্ছে বিএনপিকে
রেগে গিয়ে একি সিদ্ধান্ত দিল সরকার
ক্ষেপছে স্বরাষ্ট্র উপদেষ্টা"
/content/drive/MyDrive/fake-news-multimodal/data/fake/BN/7vjrfM4W7Vc.jpg,fake,"POLICE
ঢাকা মেট্রোপলিটন পুলিশ
২৬/৪/২৪
পুলিশ
পুলিশ বিএনপি ভয়াবহ সংঘর্ষ
পুলিশের গাড়ি ভাংচুর
একই দিনে আঃলীগ বিএনপি সমাবেশ"
/content/drive/MyDrive/fake-news-multimodal/data/fake/BN/7uqM79fnv-Q.jpg,fake,"কোটা
সংস্কার
চাই!
FREE
QUOTA
OR
DIE
২০১৮ সালে
১০/জুলাই
মেধাবীরা
মুক্তি
এইমাত্র মাফ চেয়ে কোটা বাতিল
ঘোষণা দিল প্রধানমন্ত্রী
হাসিনা কেঁদে কেঁদে একি বলল শিক্ষার্থীদের"
/content/drive/MyDrive/fake-news-multimodal/data/fake/BN/7ieBJjypF5c.jpg,fake,"WAP4
আজকের খবর
দেশ রক্ষায় ঘোষণা দিল নতুন সেনাপ্রধান
ভারতের ট্রেন আমি ঢুকতে দিব না
হাসিনার বিপক্ষে নতুন সেনাপ্রধান"
/content/drive/MyDrive/fake-news-multimodal/data/fake/BN/9ZPF9HC7nes.jpg,fake,"০১/০১/২৪
ভোট চুরি হাতেনাতে ধরা ভিডিও ফাঁস
জরুরী নির্বাচন বাতিল কমিশনার
ব্যালট পেপারে আগে থেকেই সিল মারা"
/content/drive/MyDrive/fake-news-multimodal/data/fake/BN/9J1E6njyu94.jpg,fake,"এইমাত্র পাওয়া
০২-১৮
গ্রেফতার রাষ্ট্রপতি আব্দুল হামিদ
৫-দিনের রিমান্ড দিল আদালত"
/content/drive/MyDrive/fake-news-multimodal/data/fake/BN/95FC_dEklwA.jpg,fake,"ভাইরাল ভিডিও
পুলিশের চাকরি ছেড়ে
ওয়াজের বক্তা হলে মানবিক পুলিশ শওকত
Sunni"
/content/drive/MyDrive/fake-news-multimodal/data/fake/BN/6sjUdU-YPNw.jpg,fake,"ভাঙ্গা
পা
পরাধীনতা
মানি
না
1M+
VIEWS
ভাঙা পা নিয়ে সমাবেশ এক লোক
শেখ হাসিনা অবাক এবার আমার পতন নিশ্চিত"
/content/drive/MyDrive/fake-news-multimodal/data/fake/BN/8r96YNUKxkI.jpg,fake,"হিট নিউজ ৬/১০/২৩
বিপদ কেবল শুরু
আঃলীগের নিবন্ধন বাতিলের ঘোষণা
ফাইনাল হুঁশিয়ারি দিলেন যুক্তরাষ্ট্রের
ক্ষমতা পেল এবার সেনাবাহিনী"
/content/drive/MyDrive/fake-news-multimodal/data/fake/BN/7_chjLWnWiU.jpg,fake,"নতুন শিল্পী ইনি
এই সময়ের ভাইরাল গান এটি
বিএনপির গান গেয়ে কঠিন বিপদে
শরিফ শুকুর এর দিন শেষ নতুন গান এসে ভাইরাল"
/content/drive/MyDrive/fake-news-multimodal/data/fake/BN/6Mi2NwWk3JU.jpg,fake,"তং-২৮
ঘুরে গেল ক্ষমতার চাকা
শেখ হাসিনার দেশে ফেরার প্রস্তুতি শেষ
যেকোনো সময় দেশে ঢুকবে হাসিনা
আ:লীগের পক্ষে সেনাপ্রধানের বার্তা"
/content/drive/MyDrive/fake-news-multimodal/data/fake/BN/8VcCivIESRU.jpg,fake,"জপুর মেট্রোপলি
যে ভয়ংকর পাঁচটি শর্ত সাপেক্ষে মুক্তি
পেলেন রফিকুল ইসলাম মাদানী"
/content/drive/MyDrive/fake-news-multimodal/data/fake/BN/6W972SsuiB8.jpg,fake,"রাতেই মিছিলে ঝড় তুলল ছাত্রলীগ
সন্ধ্যার-পর আঃলীগের নতুন সভাপতি
ঘোষণা দিল ভারত
চিরতরে বাদ পড়লো শেখ হাসিনা"
/content/drive/MyDrive/fake-news-multimodal/data/fake/BN/AS3K1oLIWZM.jpg,fake,"জু বাইদা রহমান কাদে
কবে গ্রেফতার করা হবে জানালেন
ক্ষেপে গেলো পনেরো কোটি জনগণ"
/content/drive/MyDrive/fake-news-multimodal/data/fake/BN/aLQ1EAlo3wk.jpg,fake,"ঘটনা
আগুনে কারও পৌষ মাস,
কারো সর্বনাশ এর অর্থ কি, এখানে প্রমাণ"
/content/drive/MyDrive/fake-news-multimodal/data/fake/BN/BzI0K2ISlao.jpg,fake,"একই চক্রান্ত করলো বিএনপি
তং-২৫
ফাস হলো সব তথ্য
রাষ্ট্রপতির সঙ্গে হাত মিলিয়েছে বিএনপি
ডঃ ইউনূসকে নামাতে কঠিন চক্রান্ত ফাঁস
রাষ্ট্রপতির পদত্যাগ চায়না বিএনপি"
/content/drive/MyDrive/fake-news-multimodal/data/fake/BN/BAjF1sc0P3g.jpg,fake,"এটিএন
BANGLA
১৪/৩/২৪
জাহাজ জিম্মি করলো ভারতের জলদস্যু
গোপন তথ্য দিল পররাষ্ট্রমন্ত্রী
ধরা পড়লো মোদী"
/content/drive/MyDrive/fake-news-multimodal/data/fake/BN/c-gligs5QwE.jpg,fake,"এইমাত্র
এইমাত্র ওবায়দুল কাদেরের ডাইরেক ঘোষণা
এমেরিকা চাইলে এখনি পদত্যাগ করবো,
কাদেরের ঘোষণায় রেগে গেলেন প্রধানমন্ত্রী"
/content/drive/MyDrive/fake-news-multimodal/data/fake/BN/baZm6J6wS5w.jpg,fake,"DOPTICAL EXPRESS
অফটিক্যাল এক্সপ্রেস

তং-১৯
নিহত -দুই

জামায়াতের সমাবেশে দুই নেতার মৃত্যু
ভয়াবহ ইতিহাস গড়লো জামায়াত
সতর্ক স্থানে পুলিশ সেনাবাহিনী"
/content/drive/MyDrive/fake-news-multimodal/data/fake/BN/bE27HEi-GRs.jpg,fake,"বেনজীর
০২/০৪/২৪
QUESTION
কোন ক্ষমা নেই বেনজীরের
ডাইরেক্ট ফাসি একি বলল প্রধানমন্ত্রী
কত টাকার মালিক এই পুলিশ"
/content/drive/MyDrive/fake-news-multimodal/data/fake/BN/Aq7YwYqudPY.jpg,fake,"প্রধানমন্ত্রীর গাড়িতে হামলা
সামনা সামনি ভোট চোর হাসিনা বলছে।"
/content/drive/MyDrive/fake-news-multimodal/data/fake/BN/BMAr6H0Cnq4.jpg,fake,"8 9 10 11
বাংলাদেশের নির্বাচন নিয়ে মুখ খুলল ভারত
মুদি সরাসরি একি বলল
আমি আর তোমাদের সাথে নেই"
/content/drive/MyDrive/fake-news-multimodal/data/fake/BN/AdighrxtRN4.jpg,fake,"১৪৪ ধারা জারি ককটেল নিক্ষেপ
তং-১৯
কক্সবাজারে হাসনাত নাহিদের উপর
ভয়ংকর হামলা গাড়িতে আগুন
কুকুরের মত পিটালো সমন্বয়কদের"
/content/drive/MyDrive/fake-news-multimodal/data/fake/BN/AAHrHJZUmB4.jpg,fake,"REC
৩২-২৯
ডঃ ইউনুসের বিরুদ্ধে মামলা
ক্ষমতা ফিরে পাবে হাসিনা
শেখ হাসিনা এখনো পদত্যাগ করেননি
১০-মাস পর একই তথ্য ফাঁস হলো
লাইভে সব বলল সাবেক স্বরাষ্ট্রমন্ত্রী"
/content/drive/MyDrive/fake-news-multimodal/data/fake/BN/Bu7rmenGVoM.jpg,fake,"৩১/৩/২৪
সেনাবাহিনীর অধীনে মধ্যবর্তী নির্বাচন
দিবে জাতিসংঘ
হঠাৎ নির্বাচনে নতুন মোড়"
/content/drive/MyDrive/fake-news-multimodal/data/fake/BN/ajvYM4aF1IU.jpg,fake,"মার্চে নেমেছে ১৫ লাখ ছাত্রলীগ কর্মী
চূড়ান্ত ভাবে বিদায় নিচ্ছে ডঃ ইউনূস
প্রধান বিচারপতি একশন শুরু
ঢাকায় ১১ জায়গা আঃলীগের তাণ্ডব"
/content/drive/MyDrive/fake-news-multimodal/data/fake/BN/BspEGIpL8Tc.jpg,fake,"TION
COMMUNITY CLINIC
ক্ষেপেছে নতুন সেনাপ্রধান বিপদে হাসিনা
চূড়ান্ত সংকটের আলামত শুরু
আবারো সীমান্ত হত্যা করলো মোদী"
/content/drive/MyDrive/fake-news-multimodal/data/fake/BN/ATyhahQK31w.jpg,fake,"কপাল খুলল আ’লীগের
দুপুরের-পর গোপনে দেশ ছাড়লেন সেনাপ্রধান
ভারতে শেখ হাসিনার সাথে সাক্ষাৎ
রাতেই জারী হবে সেনাশাসন
নি ক
বাংলাদেশ"
